code,ballot,party,votes
DC24,N,AFD,103
DC24,N,AJ,185
DC24,N,ANC,70062
DC24,N,AP,37
DC24,N,APC,167
DC24,N,AZAPO,260
DC24,N,CDA,41
DC24,N,COPE,508
DC24,N,DA,4640
DC24,N,GKSA,110
DC24,N,ID,186
DC24,N,IFP,67129
DC24,N,KISS,215
DC24,N,MDP,510
DC24,N,MF,283
DC24,N,NADECO,313
DC24,N,NVP,75
DC24,N,PAC,67
DC24,N,PAM,20
DC24,N,SADECO,130
DC24,N,UCDP,58
DC24,N,UDM,139
DC24,N,UIF,134
DC24,N,VF+,281
DC24,N,WF,46
DC24,P,ACDP,618
DC24,P,AJ,158
DC24,P,ANC,67376
DC24,P,APC,227
DC24,P,COPE,486
DC24,P,DA,4200
DC24,P,GKSA,116
DC24,P,ID,258
DC24,P,IFP,68615
DC24,P,MF,367
DC24,P,NADECO,460
DC24,P,PAC,106
DC24,P,SADECO,203
DC24,P,UCDP,71
DC24,P,UDM,162
DC24,P,VF+,264
DC24,P,WF,61
DC25,N,ACDP,817
DC25,N,AFD,105
DC25,N,AJ,168
DC25,N,ANC,99173
DC25,N,AP,28
DC25,N,APC,218
DC25,N,AZAPO,434
DC25,N,CDA,36
DC25,N,COPE,1300
DC25,N,DA,8940
DC25,N,GKSA,135
DC25,N,ID,194
DC25,N,IFP,29323
DC25,N,KISS,83
DC25,N,MDP,445
DC25,N,MF,609
DC25,N,NADECO,221
DC25,N,NVP,69
DC25,N,PAC,124
DC25,N,PAM,48
DC25,N,SADECO,187
DC25,N,UCDP,61
DC25,N,UDM,222
DC25,N,UIF,108
DC25,N,VF+,1160
DC25,N,WF,53
DC25,P,ACDP,851
DC25,P,AJ,195
DC25,P,ANC,93420
DC25,P,APC,299
DC25,P,COPE,1082
DC25,P,DA,8004
DC25,P,GKSA,215
DC25,P,ID,208
DC25,P,IFP,33940
DC25,P,MF,956
DC25,P,NADECO,344
DC25,P,PAC,188
DC25,P,SADECO,231
DC25,P,UCDP,84
DC25,P,UDM,289
DC25,P,VF+,1272
DC25,P,WF,72
DC26,N,ACDP,527
DC26,N,AFD,135
DC26,N,AJ,59
DC26,N,ANC,73785
DC26,N,AP,47
DC26,N,APC,213
DC26,N,AZAPO,259
DC26,N,CDA,33
DC26,N,COPE,623
DC26,N,DA,5588
DC26,N,GKSA,102
DC26,N,ID,309
DC26,N,IFP,158013
DC26,N,KISS,249
DC26,N,MDP,442
DC26,N,MF,193
DC26,N,NADECO,498
DC26,N,NVP,105
DC26,N,PAC,90
DC26,N,PAM,28
DC26,N,SADECO,195
DC26,N,UCDP,40
DC26,N,UDM,186
DC26,N,UIF,184
DC26,N,VF+,696
DC26,N,WF,120
DC26,P,ACDP,562
DC26,P,AJ,81
DC26,P,ANC,67781
DC26,P,APC,262
DC26,P,COPE,536
DC26,P,DA,5141
DC26,P,GKSA,128
DC26,P,ID,401
DC26,P,IFP,161237
DC26,P,MF,197
DC26,P,NADECO,741
DC26,P,PAC,143
DC26,P,SADECO,309
DC26,P,UCDP,64
DC26,P,UDM,229
DC26,P,VF+,591
DC26,P,WF,156
DC27,N,ACDP,335
DC27,N,AFD,105
DC27,N,AJ,57
DC27,N,ANC,90759
DC27,N,AP,45
DC27,N,APC,216
DC27,N,AZAPO,305
DC27,N,CDA,32
DC27,N,COPE,583
DC27,N,DA,2181
DC27,N,GKSA,95
DC27,N,ID,171
DC27,N,IFP,88341
DC27,N,KISS,718
DC27,N,MDP,503
DC27,N,MF,165
DC27,N,NADECO,313
DC27,N,NVP,80
DC27,N,PAC,89
DC27,N,PAM,33
DC27,N,SADECO,346
DC27,N,UCDP,40
DC27,N,UDM,194
DC27,N,UIF,165
DC27,N,VF+,209
DC27,N,WF,54
DC27,P,ACDP,393
DC27,P,AJ,72
DC27,P,ANC,88758
DC27,P,APC,294
DC27,P,COPE,559
DC27,P,DA,1537
DC27,P,GKSA,110
DC27,P,ID,219
DC27,P,IFP,91279
DC27,P,MF,179
DC27,P,NADECO,433
DC27,P,PAC,151
DC27,P,SADECO,398
DC27,P,UCDP,57
DC27,P,UDM,218
DC27,P,VF+,202
DC27,P,WF,62
DC28,N,ACDP,870
DC28,N,AFD,184
DC28,N,AJ,96
DC28,N,ANC,188508
DC28,N,AP,56
DC28,N,APC,353
DC28,N,AZAPO,612
DC28,N,CDA,70
DC28,N,COPE,1624
DC28,N,DA,13942
DC28,N,GKSA,77
DC28,N,ID,299
DC28,N,IFP,102825
DC28,N,KISS,184
DC28,N,MDP,905
DC28,N,MF,294
DC28,N,NADECO,398
DC28,N,NVP,132
DC28,N,PAC,130
DC28,N,PAM,49
DC28,N,SADECO,492
DC28,N,UCDP,96
DC28,N,UDM,272
DC28,N,UIF,241
DC28,N,VF+,675
DC28,N,WF,121
DC28,P,ACDP,947
DC28,P,AJ,127
DC28,P,ANC,181521
DC28,P,APC,392
DC28,P,COPE,1353
DC28,P,DA,11033
DC28,P,GKSA,110
DC28,P,ID,369
DC28,P,IFP,112030
DC28,P,MF,425
DC28,P,NADECO,690
DC28,P,PAC,200
DC28,P,SADECO,776
DC28,P,UCDP,114
DC28,P,UDM,334
DC28,P,VF+,707
DC28,P,WF,242
DC29,N,ACDP,710
DC29,N,AFD,99
DC29,N,AJ,275
DC29,N,ANC,143639
DC29,N,AP,46
DC29,N,APC,309
DC29,N,AZAPO,490
DC29,N,CDA,69
DC29,N,COPE,2045
DC29,N,DA,13052
DC29,N,GKSA,63
DC29,N,ID,226
DC29,N,IFP,38035
DC29,N,KISS,127
DC29,N,MDP,744
DC29,N,MF,635
DC29,N,NADECO,275
DC29,N,NVP,102
DC29,N,PAC,100
DC29,N,PAM,33
DC29,N,SADECO,168
DC29,N,UCDP,79
DC29,N,UDM,263
DC29,N,UIF,147
DC29,N,VF+,215
DC29,N,WF,56
DC29,P,ACDP,752
DC29,P,AJ,289
DC29,P,ANC,141186
DC29,P,APC,351
DC29,P,COPE,1870
DC29,P,DA,11194
DC29,P,GKSA,92
DC29,P,ID,232
DC29,P,IFP,41139
DC29,P,MF,980
DC29,P,NADECO,480
DC29,P,PAC,182
DC29,P,SADECO,234
DC29,P,UCDP,77
DC29,P,UDM,301
DC29,P,VF+,148
DC29,P,WF,83
DC3,N,ACDP,1591
DC3,N,AFD,10
DC3,N,AJ,23
DC3,N,ANC,31794
DC3,N,AP,23
DC3,N,APC,131
DC3,N,AZAPO,60
DC3,N,CDA,130
DC3,N,COPE,5436
DC3,N,DA,40887
DC3,N,GKSA,105
DC3,N,ID,5626
DC3,N,IFP,50
DC3,N,KISS,37
DC3,N,MDP,84
DC3,N,MF,23
DC3,N,NADECO,52
DC3,N,NVP,30
DC3,N,PAC,89
DC3,N,PAM,14
DC3,N,SADECO,20
DC3,N,UCDP,67
DC3,N,UDM,1523
DC3,N,UIF,24
DC3,N,VF+,1281
DC3,N,WF,28
DC3,P,ACDP,1416
DC3,P,AJ,21
DC3,P,AMP,16
DC3,P,ANC,29314
DC3,P,APC,106
DC3,P,AZAPO,54
DC3,P,CAPE,100
DC3,P,CDA,160
DC3,P,COPE,4467
DC3,P,DA,41519
DC3,P,ID,5629
DC3,P,IFP,56
DC3,P,NA,112
DC3,P,NADECO,35
DC3,P,NP,175
DC3,P,PAC,85
DC3,P,PJC,6
DC3,P,UCDP,96
DC3,P,UDM,1279
DC3,P,UIF,24
DC3,P,UP,16
DC3,P,VF+,588
DC30,N,ACDP,1868
DC30,N,AFD,110
DC30,N,AJ,365
DC30,N,ANC,295927
DC30,N,AP,67
DC30,N,APC,609
DC30,N,AZAPO,821
DC30,N,CDA,176
DC30,N,COPE,8247
DC30,N,DA,31180
DC30,N,GKSA,131
DC30,N,ID,435
DC30,N,IFP,4995
DC30,N,KISS,37
DC30,N,MDP,1027
DC30,N,MF,129
DC30,N,NADECO,255
DC30,N,NVP,121
DC30,N,PAC,929
DC30,N,PAM,61
DC30,N,SADECO,142
DC30,N,UCDP,132
DC30,N,UDM,866
DC30,N,UIF,114
DC30,N,VF+,4626
DC30,N,WF,62
DC30,P,ACDP,1814
DC30,P,ANC,286910
DC30,P,APC,610
DC30,P,AZAPO,875
DC30,P,COPE,7953
DC30,P,CP,941
DC30,P,DA,30458
DC30,P,ID,440
DC30,P,IFP,4675
DC30,P,NADECO,440
DC30,P,PAC,1103
DC30,P,SPP,157
DC30,P,UCDP,195
DC30,P,UDM,890
DC30,P,VF+,4994
DC31,N,ACDP,2628
DC31,N,AFD,112
DC31,N,AJ,235
DC31,N,ANC,366989
DC31,N,AP,72
DC31,N,APC,1007
DC31,N,AZAPO,1198
DC31,N,CDA,172
DC31,N,COPE,15423
DC31,N,DA,41852
DC31,N,GKSA,217
DC31,N,ID,624
DC31,N,IFP,1817
DC31,N,KISS,70
DC31,N,MDP,1031
DC31,N,MF,97
DC31,N,NADECO,280
DC31,N,NVP,159
DC31,N,PAC,1360
DC31,N,PAM,109
DC31,N,SADECO,304
DC31,N,UCDP,558
DC31,N,UDM,1324
DC31,N,UIF,171
DC31,N,VF+,3816
DC31,N,WF,92
DC31,P,ACDP,2535
DC31,P,ANC,345502
DC31,P,APC,941
DC31,P,AZAPO,1190
DC31,P,COPE,14960
DC31,P,CP,574
DC31,P,DA,40796
DC31,P,ID,524
DC31,P,IFP,1390
DC31,P,NADECO,572
DC31,P,PAC,1550
DC31,P,SPP,6162
DC31,P,UCDP,550
DC31,P,UDM,1408
DC31,P,VF+,4001
DC32,N,ACDP,2375
DC32,N,AFD,93
DC32,N,AJ,156
DC32,N,ANC,489755
DC32,N,AP,65
DC32,N,APC,2805
DC32,N,AZAPO,679
DC32,N,CDA,209
DC32,N,COPE,15110
DC32,N,DA,28862
DC32,N,GKSA,130
DC32,N,ID,559
DC32,N,IFP,474
DC32,N,KISS,81
DC32,N,MDP,856
DC32,N,MF,60
DC32,N,NADECO,193
DC32,N,NVP,91
DC32,N,PAC,1220
DC32,N,PAM,46
DC32,N,SADECO,89
DC32,N,UCDP,159
DC32,N,UDM,969
DC32,N,UIF,99
DC32,N,VF+,2702
DC32,N,WF,54
DC32,P,ACDP,2216
DC32,P,ANC,477778
DC32,P,APC,3283
DC32,P,AZAPO,863
DC32,P,COPE,14876
DC32,P,CP,920
DC32,P,DA,25950
DC32,P,ID,563
DC32,P,IFP,475
DC32,P,NADECO,362
DC32,P,PAC,1444
DC32,P,SPP,104
DC32,P,UCDP,168
DC32,P,UDM,1068
DC32,P,VF+,2595
DC33,N,ACDP,2804
DC33,N,AFD,305
DC33,N,AJ,61
DC33,N,ANC,298212
DC33,N,AP,53
DC33,N,APC,1228
DC33,N,AZAPO,440
DC33,N,CDA,67
DC33,N,COPE,20948
DC33,N,DA,11193
DC33,N,GKSA,233
DC33,N,ID,210
DC33,N,IFP,131
DC33,N,KISS,46
DC33,N,MDP,383
DC33,N,MF,62
DC33,N,NADECO,100
DC33,N,NVP,342
DC33,N,PAC,895
DC33,N,PAM,49
DC33,N,SADECO,78
DC33,N,UCDP,287
DC33,N,UDM,901
DC33,N,UIF,137
DC33,N,VF+,1064
DC33,N,WF,94
DC33,P,ACDP,3027
DC33,P,AFD,351
DC33,P,ANC,288632
DC33,P,APC,1150
DC33,P,AZAPO,434
DC33,P,BCP,109
DC33,P,COPE,21237
DC33,P,DA,10250
DC33,P,ID,196
DC33,P,IFP,161
DC33,P,NVP,633
DC33,P,PAC,971
DC33,P,UCDP,311
DC33,P,UDM,993
DC33,P,UIF,151
DC33,P,VF+,977
DC33,P,WF,108
DC33,P,XP,1210
DC34,N,ACDP,1845
DC34,N,AFD,136
DC34,N,AJ,70
DC34,N,ANC,332588
DC34,N,AP,83
DC34,N,APC,1012
DC34,N,AZAPO,1101
DC34,N,CDA,89
DC34,N,COPE,26686
DC34,N,DA,8723
DC34,N,GKSA,226
DC34,N,ID,575
DC34,N,IFP,227
DC34,N,KISS,66
DC34,N,MDP,454
DC34,N,MF,67
DC34,N,NADECO,132
DC34,N,NVP,252
DC34,N,PAC,2068
DC34,N,PAM,54
DC34,N,SADECO,81
DC34,N,UCDP,184
DC34,N,UDM,1001
DC34,N,UIF,138
DC34,N,VF+,620
DC34,N,WF,484
DC34,P,ACDP,1969
DC34,P,AFD,143
DC34,P,ANC,322532
DC34,P,APC,924
DC34,P,AZAPO,1013
DC34,P,BCP,418
DC34,P,COPE,26709
DC34,P,DA,8511
DC34,P,ID,565
DC34,P,IFP,216
DC34,P,NVP,472
DC34,P,PAC,2303
DC34,P,UCDP,255
DC34,P,UDM,1058
DC34,P,UIF,165
DC34,P,VF+,588
DC34,P,WF,573
DC34,P,XP,1200
DC35,N,ACDP,2886
DC35,N,AFD,278
DC35,N,AJ,185
DC35,N,ANC,270470
DC35,N,AP,120
DC35,N,APC,982
DC35,N,AZAPO,1553
DC35,N,CDA,96
DC35,N,COPE,35083
DC35,N,DA,12874
DC35,N,GKSA,451
DC35,N,ID,284
DC35,N,IFP,195
DC35,N,KISS,80
DC35,N,MDP,642
DC35,N,MF,113
DC35,N,NADECO,162
DC35,N,NVP,2182
DC35,N,PAC,2068
DC35,N,PAM,102
DC35,N,SADECO,140
DC35,N,UCDP,216
DC35,N,UDM,1122
DC35,N,UIF,395
DC35,N,VF+,1880
DC35,N,WF,114
DC35,P,ACDP,2905
DC35,P,AFD,335
DC35,P,ANC,260111
DC35,P,APC,981
DC35,P,AZAPO,1685
DC35,P,BCP,471
DC35,P,COPE,35463
DC35,P,DA,11760
DC35,P,ID,248
DC35,P,IFP,242
DC35,P,NVP,3254
DC35,P,PAC,2255
DC35,P,UCDP,284
DC35,P,UDM,1235
DC35,P,UIF,472
DC35,P,VF+,2050
DC35,P,WF,138
DC35,P,XP,492
DC36,N,ACDP,1173
DC36,N,AFD,59
DC36,N,AJ,84
DC36,N,ANC,158009
DC36,N,AP,31
DC36,N,APC,731
DC36,N,AZAPO,704
DC36,N,CDA,50
DC36,N,COPE,12538
DC36,N,DA,18710
DC36,N,GKSA,100
DC36,N,ID,129
DC36,N,IFP,137
DC36,N,KISS,17
DC36,N,MDP,317
DC36,N,MF,28
DC36,N,NADECO,70
DC36,N,NVP,435
DC36,N,PAC,485
DC36,N,PAM,31
DC36,N,SADECO,66
DC36,N,UCDP,263
DC36,N,UDM,1510
DC36,N,UIF,101
DC36,N,VF+,4036
DC36,N,WF,43
DC36,P,ACDP,1164
DC36,P,AFD,77
DC36,P,ANC,150096
DC36,P,APC,708
DC36,P,AZAPO,705
DC36,P,BCP,169
DC36,P,COPE,12622
DC36,P,DA,15841
DC36,P,ID,101
DC36,P,IFP,121
DC36,P,NVP,643
DC36,P,PAC,438
DC36,P,UCDP,307
DC36,P,UDM,1360
DC36,P,UIF,104
DC36,P,VF+,4673
DC36,P,WF,76
DC36,P,XP,236
DC37,N,ACDP,3392
DC37,N,AFD,172
DC37,N,AJ,304
DC37,N,ANC,375620
DC37,N,AP,72
DC37,N,APC,1341
DC37,N,AZAPO,1175
DC37,N,CDA,194
DC37,N,COPE,38861
DC37,N,DA,37356
DC37,N,GKSA,232
DC37,N,ID,1150
DC37,N,IFP,853
DC37,N,KISS,77
DC37,N,MDP,1700
DC37,N,MF,81
DC37,N,NADECO,405
DC37,N,NVP,185
DC37,N,PAC,921
DC37,N,PAM,110
DC37,N,SADECO,215
DC37,N,UCDP,12087
DC37,N,UDM,3971
DC37,N,UIF,267
DC37,N,VF+,4613
DC37,N,WF,121
DC37,P,ACA,646
DC37,P,ACDP,3410
DC37,P,ANC,352380
DC37,P,APC,1127
DC37,P,AZAPO,1143
DC37,P,COPE,37242
DC37,P,DA,34625
DC37,P,ID,1193
DC37,P,IFP,768
DC37,P,MDP,1698
DC37,P,NADECO,413
DC37,P,PAC,940
DC37,P,SAPP,368
DC37,P,UCDP,17262
DC37,P,UDM,3494
DC37,P,VF+,5251
DC38,N,ACDP,1775
DC38,N,AFD,166
DC38,N,AJ,166
DC38,N,ANC,171574
DC38,N,AP,66
DC38,N,APC,890
DC38,N,AZAPO,607
DC38,N,CDA,165
DC38,N,COPE,24358
DC38,N,DA,11148
DC38,N,GKSA,255
DC38,N,ID,860
DC38,N,IFP,250
DC38,N,KISS,48
DC38,N,MDP,1164
DC38,N,MF,86
DC38,N,NADECO,243
DC38,N,NVP,140
DC38,N,PAC,636
DC38,N,PAM,107
DC38,N,SADECO,136
DC38,N,UCDP,23262
DC38,N,UDM,617
DC38,N,UIF,145
DC38,N,VF+,2177
DC38,N,WF,91
DC38,P,ACA,489
DC38,P,ACDP,1606
DC38,P,ANC,163917
DC38,P,APC,673
DC38,P,AZAPO,601
DC38,P,COPE,22416
DC38,P,DA,10085
DC38,P,ID,798
DC38,P,IFP,271
DC38,P,MDP,1203
DC38,P,NADECO,248
DC38,P,PAC,677
DC38,P,SAPP,1137
DC38,P,UCDP,29695
DC38,P,UDM,711
DC38,P,VF+,2492
DC39,N,ACDP,650
DC39,N,AFD,97
DC39,N,AJ,103
DC39,N,ANC,109323
DC39,N,AP,60
DC39,N,APC,1037
DC39,N,AZAPO,462
DC39,N,CDA,40
DC39,N,COPE,12303
DC39,N,DA,7638
DC39,N,GKSA,166
DC39,N,ID,852
DC39,N,IFP,129
DC39,N,KISS,26
DC39,N,MDP,873
DC39,N,MF,62
DC39,N,NADECO,169
DC39,N,NVP,73
DC39,N,PAC,469
DC39,N,PAM,65
DC39,N,SADECO,95
DC39,N,UCDP,7543
DC39,N,UDM,290
DC39,N,UIF,122
DC39,N,VF+,1338
DC39,N,WF,44
DC39,P,ACA,332
DC39,P,ACDP,754
DC39,P,ANC,105599
DC39,P,APC,916
DC39,P,AZAPO,424
DC39,P,COPE,11890
DC39,P,DA,7412
DC39,P,ID,859
DC39,P,IFP,160
DC39,P,MDP,888
DC39,P,NADECO,174
DC39,P,PAC,480
DC39,P,SAPP,202
DC39,P,UCDP,8332
DC39,P,UDM,334
DC39,P,VF+,1392
DC4,N,ACDP,2536
DC4,N,AFD,41
DC4,N,AJ,62
DC4,N,ANC,74052
DC4,N,AP,29
DC4,N,APC,328
DC4,N,AZAPO,165
DC4,N,CDA,170
DC4,N,COPE,20862
DC4,N,DA,89754
DC4,N,GKSA,84
DC4,N,ID,14737
DC4,N,IFP,143
DC4,N,KISS,75
DC4,N,MDP,194
DC4,N,MF,54
DC4,N,NADECO,73
DC4,N,NVP,62
DC4,N,PAC,275
DC4,N,PAM,20
DC4,N,SADECO,28
DC4,N,UCDP,134
DC4,N,UDM,857
DC4,N,UIF,45
DC4,N,VF+,3989
DC4,N,WF,37
DC4,P,ACDP,2130
DC4,P,AJ,65
DC4,P,AMP,34
DC4,P,ANC,70063
DC4,P,APC,308
DC4,P,AZAPO,164
DC4,P,CAPE,326
DC4,P,CDA,214
DC4,P,COPE,18580
DC4,P,DA,89498
DC4,P,ID,14720
DC4,P,IFP,120
DC4,P,NA,263
DC4,P,NADECO,56
DC4,P,NP,302
DC4,P,PAC,222
DC4,P,PJC,37
DC4,P,UCDP,112
DC4,P,UDM,751
DC4,P,UIF,47
DC4,P,UP,46
DC4,P,VF+,2186
DC40,N,ACDP,2419
DC40,N,AFD,55
DC40,N,AJ,116
DC40,N,ANC,165615
DC40,N,AP,45
DC40,N,APC,474
DC40,N,AZAPO,552
DC40,N,CDA,82
DC40,N,COPE,18347
DC40,N,DA,40581
DC40,N,GKSA,182
DC40,N,ID,2029
DC40,N,IFP,442
DC40,N,KISS,43
DC40,N,MDP,668
DC40,N,MF,49
DC40,N,NADECO,123
DC40,N,NVP,65
DC40,N,PAC,701
DC40,N,PAM,56
DC40,N,SADECO,57
DC40,N,UCDP,960
DC40,N,UDM,890
DC40,N,UIF,105
DC40,N,VF+,7824
DC40,N,WF,64
DC40,P,ACA,283
DC40,P,ACDP,1596
DC40,P,ANC,161898
DC40,P,APC,400
DC40,P,AZAPO,544
DC40,P,COPE,18025
DC40,P,DA,36606
DC40,P,ID,2134
DC40,P,IFP,420
DC40,P,MDP,643
DC40,P,NADECO,143
DC40,P,PAC,734
DC40,P,SAPP,125
DC40,P,UCDP,1389
DC40,P,UDM,928
DC40,P,VF+,10328
DC42,N,ACDP,2218
DC42,N,AFD,66
DC42,N,AJ,328
DC42,N,ANC,245855
DC42,N,AP,33
DC42,N,APC,582
DC42,N,AZAPO,775
DC42,N,CDA,137
DC42,N,COPE,22519
DC42,N,DA,58988
DC42,N,GKSA,181
DC42,N,ID,583
DC42,N,IFP,1256
DC42,N,KISS,59
DC42,N,MDP,623
DC42,N,MF,64
DC42,N,NADECO,101
DC42,N,NVP,81
DC42,N,PAC,1838
DC42,N,PAM,660
DC42,N,SADECO,51
DC42,N,UCDP,129
DC42,N,UDM,1034
DC42,N,UIF,53
DC42,N,VF+,4302
DC42,N,WF,76
DC42,P,ACA,254
DC42,P,ACDP,2120
DC42,P,AFD,63
DC42,P,ANC,238799
DC42,P,APC,468
DC42,P,AZAPO,776
DC42,P,CDA,128
DC42,P,COPE,22304
DC42,P,DA,59399
DC42,P,GKSA,211
DC42,P,ID,624
DC42,P,IFP,1289
DC42,P,MDP,602
DC42,P,NADECO,88
DC42,P,NVP,55
DC42,P,PAC,2061
DC42,P,UCDP,143
DC42,P,UDM,1008
DC42,P,VF+,4505
DC42,P,WF,99
DC43,N,ACDP,591
DC43,N,AFD,49
DC43,N,AJ,70
DC43,N,ANC,125874
DC43,N,AP,26
DC43,N,APC,334
DC43,N,AZAPO,219
DC43,N,CDA,21
DC43,N,COPE,3172
DC43,N,DA,4113
DC43,N,GKSA,80
DC43,N,ID,113
DC43,N,IFP,11876
DC43,N,KISS,43
DC43,N,MDP,379
DC43,N,MF,76
DC43,N,NADECO,176
DC43,N,NVP,57
DC43,N,PAC,141
DC43,N,PAM,45
DC43,N,SADECO,230
DC43,N,UCDP,59
DC43,N,UDM,1113
DC43,N,UIF,136
DC43,N,VF+,114
DC43,N,WF,39
DC43,P,ACDP,620
DC43,P,AJ,86
DC43,P,ANC,123776
DC43,P,APC,298
DC43,P,COPE,2957
DC43,P,DA,3802
DC43,P,GKSA,95
DC43,P,ID,123
DC43,P,IFP,12460
DC43,P,MF,91
DC43,P,NADECO,304
DC43,P,PAC,172
DC43,P,SADECO,277
DC43,P,UCDP,81
DC43,P,UDM,1274
DC43,P,VF+,105
DC43,P,WF,66
DC44,N,ACDP,625
DC44,N,AFD,43
DC44,N,AJ,40
DC44,N,ANC,106485
DC44,N,AP,37
DC44,N,APC,459
DC44,N,AZAPO,132
DC44,N,CDA,50
DC44,N,COPE,9306
DC44,N,DA,1221
DC44,N,GKSA,86
DC44,N,ID,118
DC44,N,IFP,232
DC44,N,KISS,38
DC44,N,MDP,274
DC44,N,MF,50
DC44,N,NADECO,247
DC44,N,NVP,84
DC44,N,PAC,288
DC44,N,PAM,39
DC44,N,SADECO,60
DC44,N,UCDP,124
DC44,N,UDM,4104
DC44,N,UIF,140
DC44,N,VF+,110
DC44,N,WF,39
DC44,P,ACDP,497
DC44,P,AIC,3647
DC44,P,ANC,100035
DC44,P,APC,298
DC44,P,AZAPO,134
DC44,P,CDA,67
DC44,P,COPE,9361
DC44,P,DA,1594
DC44,P,ID,147
DC44,P,IFP,219
DC44,P,NADECO,211
DC44,P,NVP,122
DC44,P,PAC,264
DC44,P,PAM,63
DC44,P,UCDP,125
DC44,P,UDM,4054
DC44,P,VF+,128
DC45,N,ACDP,644
DC45,N,AFD,31
DC45,N,AJ,19
DC45,N,ANC,55355
DC45,N,AP,11
DC45,N,APC,335
DC45,N,AZAPO,189
DC45,N,CDA,126
DC45,N,COPE,7872
DC45,N,DA,5080
DC45,N,GKSA,39
DC45,N,ID,753
DC45,N,IFP,50
DC45,N,KISS,15
DC45,N,MDP,209
DC45,N,MF,26
DC45,N,NADECO,69
DC45,N,NVP,35
DC45,N,PAC,104
DC45,N,PAM,23
DC45,N,SADECO,42
DC45,N,UCDP,3918
DC45,N,UDM,84
DC45,N,UIF,30
DC45,N,VF+,651
DC45,N,WF,21
DC45,P,ACDP,613
DC45,P,ANC,53932
DC45,P,APC,327
DC45,P,AZAPO,298
DC45,P,CDA,54
DC45,P,COPE,7842
DC45,P,DA,4856
DC45,P,ID,784
DC45,P,IFP,67
DC45,P,PAC,148
DC45,P,UCDP,4119
DC45,P,UDM,117
DC45,P,VF+,752
DC46,N,ACDP,903
DC46,N,AFD,13
DC46,N,AJ,9
DC46,N,ANC,52307
DC46,N,AP,4
DC46,N,APC,125
DC46,N,AZAPO,165
DC46,N,CDA,57
DC46,N,COPE,3986
DC46,N,DA,18980
DC46,N,GKSA,33
DC46,N,ID,112
DC46,N,IFP,171
DC46,N,KISS,7
DC46,N,MDP,177
DC46,N,MF,21
DC46,N,NADECO,31
DC46,N,NVP,24
DC46,N,PAC,778
DC46,N,PAM,15
DC46,N,SADECO,13
DC46,N,UCDP,62
DC46,N,UDM,125
DC46,N,UIF,9
DC46,N,VF+,3652
DC46,N,WF,17
DC46,P,ACA,57
DC46,P,ACDP,811
DC46,P,AFD,4
DC46,P,ANC,48629
DC46,P,APC,77
DC46,P,AZAPO,130
DC46,P,CDA,45
DC46,P,COPE,3505
DC46,P,DA,16837
DC46,P,GKSA,33
DC46,P,ID,101
DC46,P,IFP,154
DC46,P,MDP,200
DC46,P,NADECO,29
DC46,P,NVP,18
DC46,P,PAC,166
DC46,P,UCDP,65
DC46,P,UDM,103
DC46,P,VF+,3314
DC46,P,WF,29
DC47,N,ACDP,1145
DC47,N,AFD,124
DC47,N,AJ,86
DC47,N,ANC,260348
DC47,N,AP,44
DC47,N,APC,801
DC47,N,AZAPO,1899
DC47,N,CDA,61
DC47,N,COPE,16389
DC47,N,DA,5878
DC47,N,GKSA,406
DC47,N,ID,223
DC47,N,IFP,237
DC47,N,KISS,47
DC47,N,MDP,464
DC47,N,MF,58
DC47,N,NADECO,92
DC47,N,NVP,1102
DC47,N,PAC,1836
DC47,N,PAM,47
DC47,N,SADECO,61
DC47,N,UCDP,130
DC47,N,UDM,575
DC47,N,UIF,826
DC47,N,VF+,767
DC47,N,WF,87
DC47,P,ACDP,1181
DC47,P,AFD,135
DC47,P,ANC,244260
DC47,P,APC,692
DC47,P,AZAPO,1803
DC47,P,BCP,265
DC47,P,COPE,16294
DC47,P,DA,5494
DC47,P,ID,223
DC47,P,IFP,196
DC47,P,NVP,1495
DC47,P,PAC,1967
DC47,P,UCDP,163
DC47,P,UDM,547
DC47,P,UIF,877
DC47,P,VF+,747
DC47,P,WF,82
DC47,P,XP,314
DC48,N,ACDP,1907
DC48,N,AFD,36
DC48,N,AJ,151
DC48,N,ANC,201764
DC48,N,AP,22
DC48,N,APC,566
DC48,N,AZAPO,1081
DC48,N,CDA,140
DC48,N,COPE,20840
DC48,N,DA,57230
DC48,N,GKSA,112
DC48,N,ID,2365
DC48,N,IFP,4412
DC48,N,KISS,51
DC48,N,MDP,507
DC48,N,MF,42
DC48,N,NADECO,117
DC48,N,NVP,54
DC48,N,PAC,1060
DC48,N,PAM,40
DC48,N,SADECO,59
DC48,N,UCDP,893
DC48,N,UDM,2187
DC48,N,UIF,43
DC48,N,VF+,5777
DC48,N,WF,67
DC48,P,ACA,198
DC48,P,ACDP,1708
DC48,P,AFD,47
DC48,P,ANC,190089
DC48,P,APC,394
DC48,P,AZAPO,1144
DC48,P,CDA,158
DC48,P,COPE,20169
DC48,P,DA,53788
DC48,P,GKSA,138
DC48,P,ID,2451
DC48,P,IFP,4005
DC48,P,MDP,471
DC48,P,NADECO,89
DC48,P,NVP,42
DC48,P,PAC,1069
DC48,P,UCDP,1014
DC48,P,UDM,2012
DC48,P,VF+,6151
DC48,P,WF,95
DC5,N,ACDP,140
DC5,N,AFD,6
DC5,N,AJ,14
DC5,N,ANC,9704
DC5,N,AP,5
DC5,N,APC,42
DC5,N,AZAPO,24
